# OpenRGB detector identity index (name/bus/IDs only). Source revision 81bbe18a84c2e507006f19dd252e397e40a56bfe.
# OpenRGB is GPL-2.0-or-later (Adam Honse / contributors). Not a protocol dump.
# Regenerated by python3 scripts/agent-run.py fetch-openrgb-device-index
Name,Category,Type,RGBController,VID,PID,SVID,SPID
ASUS ROG STRIX Radeon RX 470 Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,67df,1043,04b0
ASUS ROG STRIX Radeon RX 480 Gaming,GPU,I2C,AsusAuraGPUControllers,1002,67df,1043,04fd
ASUS ROG STRIX Radeon RX 480 Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,67df,1043,04fb
ASUS ROG STRIX Radeon RX 570 Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,67df,1043,04c2
ASUS ROG STRIX Radeon RX 570 Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,67df,1043,0588
ASUS ROG STRIX Radeon RX 580 Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,67df,1043,0517
ASUS ROG STRIX Radeon RX 580 Gaming TOP,GPU,I2C,AsusAuraGPUControllers,1002,67df,1043,0519
ASUS ROG STRIX Radeon RX 590 Gaming,GPU,I2C,AsusAuraGPUControllers,1002,67df,1043,056a
Sapphire Radeon RX 470/480 Nitro+,GPU,I2C,SapphireV1Controllers,1002,67df,174b,e347
Sapphire Radeon RX 570/580/590 Nitro+,GPU,I2C,SapphireV1Controllers,1002,67df,1da2,e366
Sapphire Radeon RX 570/580/590 Nitro+,GPU,I2C,SapphireV1Controllers,1002,67df,1da2,e399
ASUS ROG STRIX Radeon RX 560 Gaming,GPU,I2C,AsusAuraGPUControllers,1002,67ff,1043,04bc
ASUS ROG STRIX Radeon RX 560 Gaming,GPU,I2C,AsusAuraGPUControllers,1002,67ff,1043,04be
ASUS AREZ STRIX Radeon RX Vega 56 Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,687f,1043,0555
ASUS ROG STRIX Radeon Vega 64,GPU,I2C,AsusAuraGPUControllers,1002,687f,1043,04c4
Sapphire Radeon RX Vega 56/64 Nitro+,GPU,I2C,SapphireV1Controllers,1002,687f,1da2,e37f
Sapphire Radeon RX 580 Nitro+ (2048SP),GPU,I2C,SapphireV1Controllers,1002,6fdf,1da2,e366
ASUS ROG STRIX Radeon RX 5600 XT Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,731f,1043,04ec
ASUS ROG STRIX Radeon RX 5700 Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,731f,1043,04e4
ASUS ROG STRIX Radeon RX 5700 XT Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,731f,1043,04e2
ASUS ROG STRIX Radeon RX 5700 XT Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,731f,1043,05c1
ASUS ROG STRIX Radeon RX 5700 XT Gaming OC,GPU,I2C,AsusAuraGPUControllers,1002,731f,1043,05c3
MSI Radeon RX 5600 XT Gaming X,GPU,I2C,MSIGPUControllers,1002,731f,1462,c810
PowerColor Red Devil RX5700,GPU,I2C,PowerColorRedDevilGPUControllersV1,1002,731f,148c,2399
PowerColor Red Devil RX5700XT,GPU,I2C,PowerColorRedDevilGPUControllersV1,1002,731f,148c,2398
Sapphire Radeon RX 5700 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,731f,1da2,e409
Sapphire Radeon RX 5700 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,731f,1da2,e410
Sapphire Radeon RX 5700 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,731f,1da2,426e
Sapphire Radeon RX 5500 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,7340,1da2,e423
ASUS ROG STRIX LC Radeon RX 6950 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73a5,1043,05e9
ASUS TUF Radeon RX 6950 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73a5,1043,0504
MSI Radeon RX 6950 XT Gaming X Trio,GPU,I2C,MSIGPUControllers,1002,73a5,1462,3955
Sapphire Radeon RX 6950 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,73a5,1da2,441d
Sapphire Radeon RX 6950 XT Nitro+ Pure,GPU,I2C,SapphireV3Controllers,1002,73a5,1da2,440d
Sapphire Radeon RX 6950 XT Toxic,GPU,I2C,SapphireV3Controllers,1002,73a5,1da2,d440
ASUS ROG STRIX LC Radeon RX 6900 XT Gaming OC TOP,GPU,I2C,ENESMBusGPUControllers,1002,73af,1043,04fc
ASUS TUF Radeon RX 6900 XT T16G Gaming,GPU,I2C,ENESMBusGPUControllers,1002,73af,1043,04fe
Gigabyte AORUS RX 6900 XT EXTREME WATERFORCE WB,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,73af,1458,2333
Gigabyte AORUS RX 6900 XT MASTER rev 2.0,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,73af,1458,2332
MSI Radeon RX 6900 XT Gaming Z Trio,GPU,I2C,MSIGPUControllers,1002,73af,1462,3955
PowerColor Red Devil RX6900XT,GPU,I2C,PowerColorRedDevilGPUControllersV1,1002,73af,148c,2408
PowerColor Red Devil RX6900XT Ultimate,GPU,I2C,PowerColorRedDevilGPUControllersV1,1002,73af,148c,2414
Sapphire Radeon RX 6900 XT Toxic,GPU,I2C,SapphireV3Controllers,1002,73af,1da2,f440
ASUS ROG STRIX LC Radeon RX 6800 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73bf,1043,04f0
ASUS ROG STRIX LC Radeon RX 6900 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73bf,1043,04f8
ASUS ROG STRIX Radeon RX 6800 Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73bf,1043,04f4
ASUS TUF Radeon RX 6800 Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73bf,1043,04f6
ASUS TUF Radeon RX 6800 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73bf,1043,04f2
ASUS TUF Radeon RX 6900 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73bf,1043,04fa
Gigabyte Radeon RX 6800 XT GAMING OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,73bf,1458,2328
Gigabyte Radeon RX 6900 XT GAMING OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,73bf,1458,232c
MSI Radeon RX 6800 Gaming X Trio,GPU,I2C,MSIGPUControllers,1002,73bf,1462,3961
MSI Radeon RX 6800 Gaming Z Trio v1,GPU,I2C,MSIGPUControllers,1002,73bf,1462,3956
MSI Radeon RX 6800 XT Gaming X Trio,GPU,I2C,MSIGPUControllers,1002,73bf,1462,3951
MSI Radeon RX 6800 XT Gaming Z Trio,GPU,I2C,MSIGPUControllers,1002,73bf,1462,3953
MSI Radeon RX 6900 XT Gaming X Trio,GPU,I2C,MSIGPUControllers,1002,73bf,1462,3952
MSI Radeon RX 6950 XT Gaming X Trio,GPU,I2C,MSIGPUControllers,1002,73bf,1462,3955
PowerColor Red Devil RX6800XT,GPU,I2C,PowerColorRedDevilGPUControllersV1,1002,73bf,148c,2406
PowerColor Red Devil RX6900XT,GPU,I2C,PowerColorRedDevilGPUControllersV1,1002,73bf,148c,2408
Sapphire Radeon RX 6800 Nitro+,GPU,I2C,SapphireV3Controllers,1002,73bf,1da2,e439
Sapphire Radeon RX 6800 XT Nitro+ SE,GPU,I2C,SapphireV3Controllers,1002,73bf,1da2,438e
Sapphire Radeon RX 6800 XT/6900 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,73bf,1da2,e438
Sapphire Radeon RX 6900 XT Nitro+ SE,GPU,I2C,SapphireV3Controllers,1002,73bf,1da2,440e
Sapphire Radeon RX 6900 XT Toxic,GPU,I2C,SapphireV3Controllers,1002,73bf,1da2,440f
Sapphire Radeon RX 6900 XT Toxic Limited Edition,GPU,I2C,SapphireV3Controllers,1002,73bf,1da2,f441
ASUS ROG STRIX Radeon RX 6700 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73df,1043,05c7
ASUS ROG STRIX Radeon RX 6750 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73df,1043,05e5
ASUS TUF Radeon RX 6700 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73df,1043,05c9
Gigabyte AORUS RX 6750 XT ELITE 12G,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,73df,1458,2407
Gigabyte Radeon RX 6700 XT EAGLE 12G,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,73df,1458,2331
Gigabyte Radeon RX 6700 XT GAMING OC 12G,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,73df,1458,232d
MSI Radeon RX 6700 XT Gaming X,GPU,I2C,MSIGPUControllers,1002,73df,1462,3981
MSI Radeon RX 6750 XT Gaming X Trio,GPU,I2C,MSIGPUControllers,1002,73df,1462,3990
PowerColor Red Devil RX6700XT,GPU,I2C,PowerColorRedDevilGPUControllersV1,1002,73df,148c,2409
PowerColor Red Devil RX6750XT,GPU,I2C,PowerColorRedDevilGPUControllersV1,1002,73df,148c,2419
Sapphire Radeon RX 6700 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,73df,1da2,e445
Sapphire Radeon RX 6750 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,73df,1da2,e465
ASUS ROG STRIX Radeon RX 6650 XT Gaming,GPU,I2C,ENESMBusGPUControllers,1002,73ef,1043,05e1
MSI Radeon RX 6650 XT Gaming X,GPU,I2C,MSIGPUControllers,1002,73ef,1462,5026
Sapphire Radeon RX 6650 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,73ef,1da2,e448
ASUS ROG STRIX Radeon RX 6600 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,73ff,1043,05d1
MSI Radeon RX 6600 XT Gaming X,GPU,I2C,MSIGPUControllers,1002,73ff,1462,5020
Sapphire Radeon RX 6600 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,73ff,1da2,e448
ASUS TUF Radeon RX 7900 GRE Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,744c,1043,050c
ASUS TUF Radeon RX 7900 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,744c,1043,05ed
ASUS TUF Radeon RX 7900 XTX Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,744c,1043,0506
Gigabyte AORUS Radeon RX 7900 XTX ELITE 24G,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,744c,1458,240d
Gigabyte Radeon RX 7900 GRE GAMING OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,744c,1458,2410
Gigabyte Radeon RX 7900 XT GAMING OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,744c,1458,240c
Gigabyte Radeon RX 7900 XTX GAMING OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,744c,1458,240e
MSI Radeon RX 7900 XT Gaming Trio Classic,GPU,I2C,MSIGPUControllers,1002,744c,1462,5201
MSI Radeon RX 7900 XTX Gaming X Trio,GPU,I2C,MSIGPUControllers,1002,744c,1462,5200
PowerColor Red Devil RX7900XTX,GPU,I2C,PowerColorRedDevilGPUControllersV2,1002,744c,148c,2422
Sapphire Radeon RX 7900 GRE Nitro+,GPU,I2C,SapphireV3Controllers,1002,744c,1da2,e475
Sapphire Radeon RX 7900 XTX Nitro+,GPU,I2C,SapphireV3Controllers,1002,744c,1da2,e471
ASUS TUF Radeon RX 7700 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,747e,1043,0512
ASUS TUF Radeon RX 7800 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,747e,1043,05fd
ASUS TUF Radeon RX 7800 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,747e,1043,0606
ASUS TUF Radeon RX 7800 XT Gaming White OC,GPU,I2C,ENESMBusGPUControllers,1002,747e,1043,0601
Gigabyte Radeon RX 7700 XT GAMING OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,747e,1458,2414
Gigabyte Radeon RX 7800 XT GAMING OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,747e,1458,2413
Sapphire Radeon RX 7700 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,747e,1da2,f475
Sapphire Radeon RX 7800 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,747e,1da2,d475
ASUS TUF Radeon RX 7600 XT O16G Gaming,GPU,I2C,ENESMBusGPUControllers,1002,7480,1043,0607
Gigabyte Radeon RX 7600 GAMING OC 8G,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,7480,1458,240b
Gigabyte Radeon RX 7600 GAMING OC 8G,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,7480,1458,242b
Gigabyte Radeon RX 7600 XT GAMING OC 16G,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,7480,1458,2418
ASRock Radeon RX 9070 XT Steel Legend,GPU,I2C,ASRockGPUSMBusControllers,1002,7550,1849,5403
ASRock Radeon RX 9070 XT Taichi 16GB OC,GPU,I2C,ASRockGPUSMBusControllers,1002,7550,1849,5401
ASUS TUF Radeon RX 9070 Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,7550,1043,0614
ASUS TUF Radeon RX 9070 XT Gaming OC,GPU,I2C,ENESMBusGPUControllers,1002,7550,1043,0613
Gigabyte AORUS Radeon RX 9070 XT Elite,GPU,I2C,GigabyteRGBFusion2BlackwellGamingLayoutGPUControllers,1002,7550,1458,2426
Gigabyte Radeon RX 9070 GAMING OC,GPU,I2C,GigabyteRGBFusion2BlackwellGamingLayoutGPUControllers,1002,7550,1458,2425
Gigabyte Radeon RX 9070 XT GAMING,GPU,I2C,GigabyteRGBFusion2BlackwellGamingLayoutGPUControllers,1002,7550,1458,2431
Gigabyte Radeon RX 9070 XT GAMING OC,GPU,I2C,GigabyteRGBFusion2BlackwellGamingLayoutGPUControllers,1002,7550,1458,2424
Gigabyte Radeon RX 9070 XT GAMING OC ICE,GPU,I2C,GigabyteRGBFusion2BlackwellGamingLayoutGPUControllers,1002,7550,1458,2437
PowerColor Red Devil RX9070,GPU,I2C,PowerColorRedDevilGPUControllersV2,1002,7550,148c,2436
PowerColor Red Devil RX9070XT,GPU,I2C,PowerColorRedDevilGPUControllersV2,1002,7550,148c,2435
Sapphire Radeon RX 9070 Pure,GPU,I2C,SapphireV3Controllers,1002,7550,1da2,4499
Sapphire Radeon RX 9070 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,7550,1da2,e489
Sapphire Radeon RX 9070 XT Pure,GPU,I2C,SapphireV3Controllers,1002,7550,1da2,3490
ASRock Radeon RX 9060 XT Steel Legend,GPU,I2C,ASRockGPUSMBusControllers,1002,7590,1849,5407
Gigabyte Radeon RX 9060 GAMING OC 8G,GPU,I2C,GigabyteRGBFusion2BlackwellGamingLayoutGPUControllers,1002,7590,1458,2430
Gigabyte Radeon RX 9060 XT GAMING,GPU,I2C,GigabyteRGBFusion2BlackwellGamingLayoutGPUControllers,1002,7590,1458,2434
Gigabyte Radeon RX 9060 XT GAMING OC,GPU,I2C,GigabyteRGBFusion2BlackwellGamingLayoutGPUControllers,1002,7590,1458,2429
Gigabyte Radeon RX 9060 XT GAMING OC 8G,GPU,I2C,GigabyteRGBFusion2GPUControllers,1002,7590,1458,2430
Sapphire Radeon RX 9060 XT Nitro+,GPU,I2C,SapphireV3Controllers,1002,7590,1da2,e493
Sapphire Radeon RX 9060 XT Pure,GPU,I2C,SapphireV3Controllers,1002,7590,1da2,493e
ASUS ROG Poseidon GeForce GTX 1080 Ti,GPU,I2C,AsusAuraGPUControllers,10de,1b06,1043,85ec
ASUS ROG STRIX GeForce GTX 1080 Ti Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1b06,1043,85eb
ASUS ROG STRIX GeForce GTX 1080 Ti Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1b06,1043,85f1
ASUS ROG STRIX GeForce GTX 1080 Ti Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1b06,1043,85ea
ASUS ROG STRIX GeForce GTX 1080 Ti Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1b06,1043,85e4
EVGA GeForce GTX 1080 Ti FTW3,GPU,I2C,EVGAGP102GPUControllers,10de,1b06,3842,6696
EVGA GeForce GTX 1080 Ti FTW3 Hybrid,GPU,I2C,EVGAGP102GPUControllers,10de,1b06,3842,6698
EVGA GeForce GTX 1080 Ti K|NGP|N,GPU,I2C,EVGAGP102GPUControllers,10de,1b06,3842,6798
EVGA GeForce GTX 1080 Ti SC2 Gaming,GPU,I2C,EVGAGP102GPUControllers,10de,1b06,3842,6593
Gainward GeForce GTX 1080 Ti Phoenix,GPU,I2C,PalitGPUv1Controllers,10de,1b06,10b0,1b06
Gigabyte GeForce GTX 1080 Ti Gaming,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b06,1458,3752
Gigabyte GeForce GTX 1080 Ti Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b06,1458,374c
Gigabyte GeForce GTX 1080 Ti Gaming OC BLACK,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b06,1458,377a
Gigabyte GeForce GTX 1080 Ti Xtreme Edition,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b06,1458,374e
Gigabyte GeForce GTX 1080 Ti Xtreme Edition,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b06,1458,3751
Gigabyte GeForce GTX 1080 Ti Xtreme Waterforce Edition,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b06,1458,3761
Gigabyte GeForce GTX 1080 Ti Xtreme Waterforce Edition,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b06,1458,3762
Palit GeForce GTX 1080 Ti,GPU,I2C,PalitGPUv1Controllers,10de,1b06,10de,1b06
ASUS ROG STRIX GeForce GTX 1080 A8G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1b80,1043,85aa
ASUS ROG STRIX GeForce GTX 1080 Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1b80,1043,8592
ASUS ROG STRIX GeForce GTX 1080 Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1b80,1043,85f9
ASUS ROG STRIX GeForce GTX 1080 Gaming OC 11Gbps,GPU,I2C,AsusAuraGPUControllers,10de,1b80,1043,85e8
EVGA GeForce GTX 1080 FTW,GPU,I2C,EVGAPascalGPUControllers,10de,1b80,3842,6286
EVGA GeForce GTX 1080 FTW2 11G,GPU,I2C,EVGAGP102GPUControllers,10de,1b80,3842,6687
EVGA GeForce GTX 1080 FTW2 DT,GPU,I2C,EVGAGP102GPUControllers,10de,1b80,3842,6684
EVGA GeForce GTX 1080 FTW2 Gaming,GPU,I2C,EVGAGP102GPUControllers,10de,1b80,3842,6686
Gainward GeForce GTX 1080 Phoenix,GPU,I2C,PalitGPUv1Controllers,10de,1b80,10b0,1b80
Gigabyte GeForce GTX 1080 G1 Gaming,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b80,1458,3702
Palit GeForce GTX 1080,GPU,I2C,PalitGPUv1Controllers,10de,1b80,10de,1b80
ASUS ROG STRIX GeForce GTX 1070 Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1b81,1043,8598
ASUS ROG STRIX GeForce GTX 1070 Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1b81,1043,8599
ASUS ROG STRIX GeForce GTX 1070 OC,GPU,I2C,AsusAuraGPUControllers,10de,1b81,1043,85a2
EVGA GeForce GTX 1070 FTW,GPU,I2C,EVGAPascalGPUControllers,10de,1b81,3842,6276
EVGA GeForce GTX 1070 FTW DT Gaming,GPU,I2C,EVGAPascalGPUControllers,10de,1b81,3842,6274
EVGA GeForce GTX 1070 FTW HYBRID,GPU,I2C,EVGAPascalGPUControllers,10de,1b81,3842,6278
EVGA GeForce GTX 1070 FTW2 Gaming,GPU,I2C,EVGAGP102GPUControllers,10de,1b81,3842,6676
Gigabyte GeForce GTX 1070 G1 Gaming V1,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b81,1458,3772
Gigabyte GeForce GTX 1070 Xtreme Gaming,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b81,1458,3778
Gigabyte GeForce GTX 1070 Xtreme Gaming,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b81,1458,3779
MSI GeForce GTX 1070 Gaming X,GPU,I2C,MSIGPUControllers,10de,1b81,1462,3306
Palit GeForce GTX 1070,GPU,I2C,PalitGPUv1Controllers,10de,1b81,10de,1b81
ASUS ROG STRIX GeForce GTX 1070 A8G Ti Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1b82,1043,861e
ASUS ROG STRIX GeForce GTX 1070 Ti Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1b82,1043,861d
EVGA GeForce GTX 1070 Ti FTW2,GPU,I2C,EVGAPascalGPUControllers,10de,1b82,3842,6775
Gigabyte GeForce GTX 1070 Ti Gaming,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1b82,1458,3794
Palit GeForce GTX 1070 Ti,GPU,I2C,PalitGPUv1Controllers,10de,1b82,10de,1b82
ASUS ROG STRIX GeForce GTX 1060 Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1c03,1043,85a4
ASUS ROG STRIX GeForce GTX 1060 Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1c03,1043,85ac
ASUS ROG STRIX GeForce GTX 1060 Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1c03,1043,865b
Gigabyte GeForce GTX 1060 G1 Gaming,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1c03,1458,3716
Gigabyte GeForce GTX 1060 G1 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1c03,1458,3739
Gigabyte GeForce GTX 1060 Xtreme Gaming V1,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1c03,1458,3757
Gigabyte GeForce GTX 1060 Xtreme Gaming V1,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1c03,1458,3758
Gigabyte GeForce GTX 1060 Xtreme Gaming V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1c03,1458,3776
Gigabyte GeForce GTX 1060 Xtreme Gaming V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1c03,1458,3777
Palit GeForce GTX 1060,GPU,I2C,PalitGPUv1Controllers,10de,1c03,10de,1c03
ASUS ROG STRIX GeForce GTX 1050 Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1c81,1043,85d8
Gigabyte GTX 1050 G1 Gaming,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1c81,1458,372b
ASUS ROG STRIX GeForce GTX 1050 Ti Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1c82,1043,8611
ASUS ROG STRIX GeForce GTX 1050 Ti Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1c82,1043,85cd
ASUS ROG STRIX GeForce GTX 1050 Ti Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1c82,1043,85d1
Gigabyte GeForce GTX 1050 Ti G1 Gaming,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1c82,1458,372a
Gigabyte GeForce GTX 1050 Ti G1 Gaming Rev A1,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1c82,1458,372a
ASUS ROG STRIX GeForce RTX 2080 Ti Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1e04,1043,8687
EVGA GeForce RTX 2080 Ti Black,GPU,I2C,EVGATuringGPUControllers,10de,1e04,3842,2281
EVGA GeForce RTX 2080 Ti XC HYDRO COPPER,GPU,I2C,EVGATuringGPUControllers,10de,1e04,3842,2389
KFA2 GeForce RTX 2080 Ti EX OC,GPU,I2C,GalaxGPUControllers,10de,1e04,10de,1323
ASUS ROG STRIX GeForce RTX 2080 Ti A11G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1e07,1043,866b
ASUS ROG STRIX GeForce RTX 2080 Ti Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1e07,1043,866c
ASUS ROG STRIX GeForce RTX 2080 Ti Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1e07,1043,866a
EVGA GeForce RTX 2080 Ti FTW3 Ultra,GPU,I2C,EVGATuringGPUControllers,10de,1e07,3842,2487
EVGA GeForce RTX 2080 Ti FTW3 Ultra Hydro Copper,GPU,I2C,EVGATuringGPUControllers,10de,1e07,3842,2489
EVGA GeForce RTX 2080 Ti XC HYBRID GAMING,GPU,I2C,EVGATuringGPUControllers,10de,1e07,3842,2384
EVGA GeForce RTX 2080 Ti XC Ultra,GPU,I2C,EVGATuringGPUControllers,10de,1e07,3842,2383
Gigabyte AORUS GeForce RTX 2080 Ti 11G,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e07,1458,37bf
Gigabyte AORUS GeForce RTX 2080 Ti XTREME,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e07,1458,37bc
Gigabyte AORUS GeForce RTX 2080 Ti XTREME,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e07,1458,37bd
Gigabyte GeForce RTX 2080 Ti GAMING OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,1e07,1458,37a9
MSI GeForce RTX 2080 Ti Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,1e07,1462,3715
MSI GeForce RTX 2080 Ti Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,1e07,1462,3716
MSI GeForce RTX 2080 Ti Gaming Z Trio,GPU,I2C,MSIGPUControllers,10de,1e07,1462,371e
MSI GeForce RTX 2080 Ti Sea Hawk EK X,GPU,I2C,MSIGPUControllers,10de,1e07,1462,3717
ZOTAC GAMING GeForce RTX 2080 Ti AMP,GPU,I2C,ZotacTuringGPUControllers,10de,1e07,19da,1503
ASUS ROG STRIX GeForce RTX 2080 SUPER A8G Gaming,GPU,I2C,AsusAuraGPUControllers,10de,1e81,1043,8712
ASUS ROG STRIX GeForce RTX 2080 SUPER Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,1e81,1043,8711
ASUS ROG STRIX GeForce RTX 2080 SUPER White OC,GPU,I2C,AsusAuraGPUControllers,10de,1e81,1043,876b
EVGA GeForce RTX 2080 SUPER FTW3 Hybrid OC,GPU,I2C,EVGATuringGPUControllers,10de,1e81,3842,3288
EVGA GeForce RTX 2080 SUPER FTW3 Ultra,GPU,I2C,EVGATuringGPUControllers,10de,1e81,3842,3287
EVGA GeForce RTX 2080 SUPER FTW3 Ultra Hydro Copper,GPU,I2C,EVGATuringGPUControllers,10de,1e81,3842,3289
EVGA GeForce RTX 2080 SUPER XC Gaming,GPU,I2C,EVGATuringGPUControllers,10de,1e81,3842,3182
EVGA GeForce RTX 2080 SUPER XC Hybrid Gaming,GPU,I2C,EVGATuringGPUControllers,10de,1e81,3842,3188
EVGA GeForce RTX 2080 SUPER XC Ultra,GPU,I2C,EVGATuringGPUControllers,10de,1e81,3842,3183
Gigabyte AORUS GeForce RTX 2080 SUPER,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e81,1458,3ff3
Gigabyte AORUS GeForce RTX 2080 SUPER,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e81,1458,3ff4
Gigabyte AORUS GeForce RTX 2080 SUPER Waterforce,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e81,1458,4004
Gigabyte AORUS GeForce RTX 2080 SUPER Waterforce,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,1e81,1458,4005
