# OpenRGB detector identity index (name/bus/IDs only). Source revision 81bbe18a84c2e507006f19dd252e397e40a56bfe.
# OpenRGB is GPL-2.0-or-later (Adam Honse / contributors). Not a protocol dump.
# Regenerated by python3 scripts/agent-run.py fetch-openrgb-device-index
Name,Category,Type,RGBController,VID,PID,SVID,SPID
Razer Blackwidow 2019,USB,USB,RazerControllers,1532,0241,,
Razer Huntsman Tournament Edition,USB,USB,RazerControllers,1532,0243,,
Razer Tartarus Pro,USB,USB,RazerControllers,1532,0244,,
Razer Blade 15 (2019 Mercury),USB,USB,RazerControllers,1532,0245,,
Razer Blade 15 (2019 Base),USB,USB,RazerControllers,1532,0246,,
Razer Blade Stealth (Late 2019),USB,USB,RazerControllers,1532,024a,,
Razer Blade Pro (Late 2019),USB,USB,RazerControllers,1532,024c,,
Razer Blade 15 (2019 Studio),USB,USB,RazerControllers,1532,024d,,
Razer Blackwidow V3,USB,USB,RazerControllers,1532,024e,,
Razer Blade Stealth (2020),USB,USB,RazerControllers,1532,0252,,
Razer Blade 15 (2020 Advanced),USB,USB,RazerControllers,1532,0253,,
Razer Blade 15 (2020 Base),USB,USB,RazerControllers,1532,0255,,
Razer Blade Pro 17 (2020),USB,USB,RazerControllers,1532,0256,,
Razer Huntsman Mini,USB,USB,RazerControllers,1532,0257,,
Razer Blackwidow V3 Mini (Wired),USB,USB,RazerControllers,1532,0258,,
Razer Blade Stealth (Late 2020),USB,USB,RazerControllers,1532,0259,,
Razer Blackwidow V3 Pro (Wired),USB,USB,RazerControllers,1532,025a,,
Razer Blackwidow V3 Pro (Wireless),USB,USB,RazerControllers,1532,025c,,
Razer Ornata Chroma V2,USB,USB,RazerControllers,1532,025d,,
Razer Cynosa Chroma V2,USB,USB,RazerControllers,1532,025e,,
Razer Huntsman V2 Analog,USB,USB,RazerControllers,1532,0266,,
Razer Blade 15 (Late 2020),USB,USB,RazerControllers,1532,0268,,
Razer Book 13 (2020),USB,USB,RazerControllers,1532,026a,,
Razer Huntsman V2 TKL,USB,USB,RazerControllers,1532,026b,,
Razer Huntsman V2,USB,USB,RazerControllers,1532,026c,,
Razer Blade 15 (2021 Advanced),USB,USB,RazerControllers,1532,026d,,
Razer Blade 15 (2021 Base),USB,USB,RazerControllers,1532,026f,,
Razer Blade 14 (2021),USB,USB,RazerControllers,1532,0270,,
Razer Blackwidow V3 Mini (Wireless),USB,USB,RazerControllers,1532,0271,,
Razer Blade 15 (Late 2021 Advanced),USB,USB,RazerControllers,1532,0276,,
Razer Blade Pro 17 (2021),USB,USB,RazerControllers,1532,0279,,
Razer Blade 15 (2021 Base),USB,USB,RazerControllers,1532,027a,,
Razer Huntsman Mini Analog,USB,USB,RazerControllers,1532,0282,,
Razer Blade 15 (2022),USB,USB,RazerControllers,1532,028a,,
Razer Blade 14 (2022),USB,USB,RazerControllers,1532,028c,,
Razer Ornata V3,USB,USB,RazerControllers,1532,028f,,
Razer Deathstalker V2 Pro (Wireless),USB,USB,RazerControllers,1532,0290,,
Razer Deathstalker V2 Pro (Wired),USB,USB,RazerControllers,1532,0292,,
Razer Blackwidow V4 X,USB,USB,RazerControllers,1532,0293,,
Razer Ornata V3 X,USB,USB,RazerControllers,1532,0294,,
Razer Deathstalker V2,USB,USB,RazerControllers,1532,0295,,
Razer Deathstalker V2 Pro TKL (Wireless),USB,USB,RazerControllers,1532,0296,,
Razer Deathstalker V2 Pro TKL (Wired),USB,USB,RazerControllers,1532,0298,,
Razer Blade 14 (2023),USB,USB,RazerControllers,1532,029d,,
Razer Ornata V3 Rev2,USB,USB,RazerControllers,1532,02a1,,
Razer Ornata V3 X Rev2,USB,USB,RazerControllers,1532,02a2,,
Razer Ornata V3 TKL,USB,USB,RazerControllers,1532,02a3,,
Razer Blackwidow V4 75% (Wired),USB,USB,RazerControllers,1532,02a5,,
Razer Huntsman V3 Pro,USB,USB,RazerControllers,1532,02a6,,
Razer Huntsman V3 Pro TKL White,USB,USB,RazerControllers,1532,02a7,,
Razer Blackwidow V4 Pro 75% (Wired),USB,USB,RazerControllers,1532,02b3,,
Razer Blackwidow V4 Pro 75% (Wireless),USB,USB,RazerControllers,1532,02b4,,
Razer Blackwidow V4 Low Profile TKL (Wireless),USB,USB,RazerControllers,1532,02d2,,
Razer Blackwidow V4 Low Profile TKL (Wired),USB,USB,RazerControllers,1532,02d4,,
Razer Blackwidow V4 TKL (Wireless),USB,USB,RazerControllers,1532,02d5,,
Razer Blackwidow V4 TKL (Wired),USB,USB,RazerControllers,1532,02d7,,
Razer Huntsman V3 HE Magnetic Mini,USB,USB,RazerControllers,1532,02e4,,
Razer Kraken 7.1,USB,USB,RazerKrakenControllers,1532,0501,,
Razer Kraken 7.1 Chroma,USB,USB,RazerKrakenControllers,1532,0504,,
Razer Kraken 7.1,USB,USB,RazerKrakenControllers,1532,0506,,
Razer Kraken 7.1 V2,USB,USB,RazerKrakenControllers,1532,0510,,
Razer Nommo Chroma,USB,USB,RazerControllers,1532,0517,,
Razer Nommo Pro,USB,USB,RazerControllers,1532,0518,,
Razer Kraken Ultimate,USB,USB,RazerKrakenControllers,1532,0527,,
Razer Leviathan V2,USB,USB,RazerControllers,1532,0532,,
Razer Kraken V3 HyperSense,USB,USB,RazerKrakenV3Controllers,1532,0533,,
Razer Kraken V3 X,USB,USB,RazerKrakenV3Controllers,1532,0537,,
Razer Kraken V3,USB,USB,RazerKrakenV3Controllers,1532,0549,,
Razer Leviathan V2 X,USB,USB,RazerControllers,1532,054a,,
Razer Kraken Kitty V2 Pro,USB,USB,RazerKrakenV3Controllers,1532,0554,,
Razer Kraken Kitty Black Edition V2,USB,USB,RazerKrakenControllers,1532,0560,,
Razer Kraken V4 (Wired),USB,USB,RazerKrakenV4Controllers,1532,056b,,
Razer Kraken V4 (Wireless),USB,USB,RazerKrakenV4Controllers,1532,056c,,
Razer Kraken Kitty V3 Pro (Wired),USB,USB,RazerKrakenV4Controllers,1532,0587,,
Razer Kraken Kitty V3 Pro (Wireless),USB,USB,RazerKrakenV4Controllers,1532,0588,,
Razer Blackwidow V3 TKL,USB,USB,RazerControllers,1532,0a24,,
Razer Firefly,USB,USB,RazerControllers,1532,0c00,,
Razer Goliathus,USB,USB,RazerControllers,1532,0c01,,
Razer Goliathus Extended,USB,USB,RazerControllers,1532,0c02,,
Razer Firefly V2,USB,USB,RazerControllers,1532,0c04,,
Razer Strider Chroma,USB,USB,RazerControllers,1532,0c05,,
Razer Goliathus Chroma 3XL,USB,USB,RazerControllers,1532,0c06,,
Razer Firefly V2 Pro,USB,USB,RazerControllers,1532,0c08,,
Razer Tiamat 7.1 V2,USB,USB,RazerControllers,1532,0f03,,
Razer Chroma Mug Holder,USB,USB,RazerControllers,1532,0f07,,
Razer Base Station Chroma,USB,USB,RazerControllers,1532,0f08,,
Razer Chroma HDK,USB,USB,RazerControllers,1532,0f09,,
Razer Laptop Stand Chroma,USB,USB,RazerControllers,1532,0f0d,,
Razer Chroma PC Case Lighting Kit,USB,USB,RazerControllers,1532,0f0e,,
Lian Li O11 Dynamic - Razer Edition,USB,USB,RazerControllers,1532,0f13,,
Razer Kraken Kitty Edition,USB,USB,RazerControllers,1532,0f19,,
Razer Core X,USB,USB,RazerControllers,1532,0f1a,,
Razer Seiren Emote,USB,USB,RazerControllers,1532,0f1b,,
Razer Mouse Bungee V3 Chroma,USB,USB,RazerControllers,1532,0f1d,,
Razer Chroma Addressable RGB Controller,USB,USB,RazerARGBControllers,1532,0f1f,,
Razer Base Station V2 Chroma,USB,USB,RazerControllers,1532,0f20,,
Razer Kraken Kitty Black Edition,USB,USB,RazerControllers,1532,0f21,,
Razer Thunderbolt 4 Dock Chroma,USB,USB,RazerControllers,1532,0f21,,
Razer Charging Pad Chroma,USB,USB,RazerControllers,1532,0f26,,
Razer Laptop Stand Chroma V2,USB,USB,RazerControllers,1532,0f2b,,
Razer Hanbo Chroma,USB,USB,RazerHanboControllers,1532,0f35,,
Razer Thunderbolt 5 Dock Chroma,USB,USB,RazerControllers,1532,0f52,,
SRGBmods Pico LED Controller,USB,USB,SRGBmodsControllers,16d0,1123,,
SRGBMods LED Controller v1,USB,USB,SRGBmodsControllers,16d0,1205,,
Nollie 28 12,USB,USB,NollieControllers,16d2,1616,,
Nollie 28 L1,USB,USB,NollieControllers,16d2,1617,,
Nollie 28 L2,USB,USB,NollieControllers,16d2,1618,,
Nollie 8CH,USB,USB,NollieControllers,16d2,1f01,,
Nollie 1CH,USB,USB,NollieControllers,16d2,1f11,,
Nollie 8_OS2,USB,USB,NollieControllers,16d5,1f01,,
Nollie 1_OS2,USB,USB,NollieControllers,16d5,1f11,,
Nollie 1_OS2_1,USB,USB,NollieControllers,16d5,2a01,,
Nollie 8_OS2_1,USB,USB,NollieControllers,16d5,2a08,,
Nollie 16_OS2_1,USB,USB,NollieControllers,16d5,2a16,,
Nollie 32_OS2_1,USB,USB,NollieControllers,16d5,2a32,,
Prism8 8_OS2_1,USB,USB,NollieControllers,16d5,2c08,,
Nollie 32_OS2,USB,USB,NollieControllers,16d5,4714,,
Nollie 16_OS2,USB,USB,NollieControllers,16d5,4716,,
MSI 3-Zone Laptop,USB,USB,MSI3ZoneControllers,1770,ff00,,
Lenovo Legion K500,USB,USB,LenovoLegionK500Controllers,17ef,60d5,,
Lenovo Legion M300,USB,USB,LenovoLegionM300Controllers,17ef,60e4,,
Lenovo Legion K510 Mini Pro,USB,USB,LenovoLegionK510Controllers,17ef,619a,,
Lenovo,USB,USB,LenovoMotherboardControllers,17ef,c955,,
ASUS ROG Strix Claw,USB,USB,AsusStrixClaw,195d,1016,,
ASUS Cerberus Mech,USB,USB,AsusCerberusMech,195d,2047,,
Dark Project KD3B V2,USB,USB,DarkProjectKeyboardControllers,195d,2061,,
Red Square Keyrox TKL,Keyboard,USB,RedSquareKeyroxTKL,1a2c,1511,,
Red Square Keyrox TKL V2,Keyboard,USB,RedSquareKeyroxTKL,1a2c,2511,,
JGINYUE Internal USB ControllerV2,USB,USB,JGINYUEInternalUSBV2Controller,1a86,e30b,,
Skydimo SK0902,USB,USB,SkydimoHIDControllers,1a86,e316,,
Robobloq Monitor Light Strip,USB,USB,RobobloqLightStripController,1a86,fe07,,
Corsair ST100 RGB,USB,USB,CorsairPeripheralControllers,1b1c,0a34,,
Corsair Lighting Node Pro,USB,USB,CorsairLightingNodeControllers,1b1c,0c0b,,
Corsair Commander Pro,USB,USB,CorsairLightingNodeControllers,1b1c,0c10,,
Corsair Hydro H115i Platinum,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c17,,
Corsair Hydro H100i Platinum,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c18,,
Corsair Hydro H100i Platinum SE,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c19,,
Corsair Lighting Node Core,USB,USB,CorsairLightingNodeControllers,1b1c,0c1a,,
Corsair Commander Core,USB,USB,CorsairCommanderCoreControllers,1b1c,0c1c,,
Corsair Commander Core,USB,USB,CorsairCommanderCoreControllers,1b1c,0c1d,,
Corsair LS100 Lighting Kit,USB,USB,CorsairLightingNodeControllers,1b1c,0c1e,,
Corsair Hydro H100i Pro XT,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c20,,
Corsair Hydro H115i Pro XT,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c21,,
Corsair Hydro H150i Pro XT,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c22,,
Corsair LT100,USB,USB,CorsairLightingNodeControllers,1b1c,0c23,,
Corsair Hydro H60i Pro XT,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c29,,
Corsair Commander Core XT,USB,USB,CorsairCommanderCoreControllers,1b1c,0c2a,,
Corsair Hydro H100i Pro XT v2,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c2d,,
Corsair Commander Core,USB,USB,CorsairCommanderCoreControllers,1b1c,0c32,,
Corsair Hydro H100i Elite,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c35,,
Corsair Hydro H115i Elite,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c36,,
Corsair Hydro H150i Elite,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c37,,
Corsair Commander Core,USB,USB,CorsairCommanderCoreControllers,1b1c,0c3c,,
Corsair Commander Core,USB,USB,CorsairCommanderCoreControllers,1b1c,0c3d,,
Corsair Commander Core,USB,USB,CorsairCommanderCoreControllers,1b1c,0c3e,,
Corsair iCUE Link System Hub,USB,USB,CorsairICueLinkControllers,1b1c,0c3f,,
Corsair Hydro H100i Elite White,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c40,,
Corsair Hydro H150i Elite White,USB,USB,CorsairHydroPlatinumControllers,1b1c,0c41,,
Corsair K95 RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b11,,
Corsair M65,USB,USB,CorsairPeripheralControllers,1b1c,1b12,,
Corsair K70 RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b13,,
Corsair K65 RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b17,,
Corsair Scimitar RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b1e,,
Corsair Strafe,USB,USB,CorsairPeripheralControllers,1b1c,1b20,,
Corsair K95 RGB PLATINUM,USB,USB,CorsairPeripheralControllers,1b1c,1b2d,,
Corsair M65 PRO,USB,USB,CorsairPeripheralControllers,1b1c,1b2e,,
Corsair Sabre RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b2f,,
Corsair K70 LUX RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b33,,
Corsair Glaive RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b34,,
Corsair K70 LUX,USB,USB,CorsairPeripheralControllers,1b1c,1b36,,
Corsair K65 LUX RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b37,,
Corsair K70 RGB RAPIDFIRE,USB,USB,CorsairPeripheralControllers,1b1c,1b38,,
Corsair K65 RGB RAPIDFIRE,USB,USB,CorsairPeripheralControllers,1b1c,1b39,,
Corsair MM800 RGB Polaris,USB,USB,CorsairPeripheralControllers,1b1c,1b3b,,
Corsair Harpoon RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b3c,,
Corsair K55 RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b3d,,
Corsair Scimitar PRO RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b3e,,
Corsair K68 RED,USB,USB,CorsairPeripheralControllers,1b1c,1b3f,,
Corsair Strafe Red,USB,USB,CorsairPeripheralControllers,1b1c,1b44,,
Corsair Strafe MK.2,USB,USB,CorsairPeripheralControllers,1b1c,1b48,,
Corsair K70 RGB MK.2,USB,USB,CorsairPeripheralControllers,1b1c,1b49,,
Corsair Dark Core RGB SE (Wired),USB,USB,CorsairV2HardwareControllers,1b1c,1b4b,,
Corsair Ironclaw Wireless (Wired),USB,USB,CorsairV2SoftwareControllers,1b1c,1b4c,,
Corsair K68 RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b4f,,
Corsair K70 RGB MK.2 Low Profile,USB,USB,CorsairPeripheralControllers,1b1c,1b55,,
Corsair M65 RGB Elite,USB,USB,CorsairPeripheralControllers,1b1c,1b5a,,
Corsair Nightsword,USB,USB,CorsairPeripheralControllers,1b1c,1b5c,,
Corsair Ironclaw RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b5d,,
Corsair Harpoon Wireless (Wired),USB,USB,CorsairV2SoftwareControllers,1b1c,1b5e,,
Corsair Slipstream Wireless Receiver SW,USB,USB,CorsairV2SoftwareControllers,1b1c,1b65,,
Corsair Slipstream Wireless Receiver HW,USB,USB,CorsairV2SoftwareControllers,1b1c,1b66,,
Corsair K70 RGB MK.2 SE,USB,USB,CorsairPeripheralControllers,1b1c,1b6b,,
Corsair K57 RGB (Wired),USB,USB,CorsairV2SoftwareControllers,1b1c,1b6e,,
Corsair M55 RGB PRO,USB,USB,CorsairV2SoftwareControllers,1b1c,1b70,,
Corsair K70 RGB TKL,USB,USB,CorsairV2HardwareControllers,1b1c,1b73,,
Corsair Glaive RGB PRO,USB,USB,CorsairPeripheralControllers,1b1c,1b74,,
Corsair Harpoon RGB PRO,USB,USB,CorsairPeripheralControllers,1b1c,1b75,,
Corsair K100 RGB Optical,USB,USB,CorsairV2HardwareControllers,1b1c,1b7c,,
Corsair K100 MX Red,USB,USB,CorsairV2HardwareControllers,1b1c,1b7d,,
Corsair Dark Core RGB Pro SE (Wired),USB,USB,CorsairV2HardwareControllers,1b1c,1b7e,,
Corsair K95 RGB PLATINUM SE,USB,USB,CorsairPeripheralControllers,1b1c,1b82,,
Corsair K95 RGB PLATINUM XT,USB,USB,CorsairV2HardwareControllers,1b1c,1b89,,
Corsair Scimitar Elite RGB,USB,USB,CorsairPeripheralControllers,1b1c,1b8b,,
Corsair Katar Pro,USB,USB,CorsairV2HardwareControllers,1b1c,1b93,,
Corsair MM700,USB,USB,CorsairV2SoftwareControllers,1b1c,1b9b,,
Corsair M65 RGB Ultra Wired,USB,USB,CorsairV2SoftwareControllers,1b1c,1b9e,,
Corsair K60 RGB PRO,USB,USB,CorsairV2SoftwareControllers,1b1c,1ba0,,
Corsair K55 RGB PRO XT,USB,USB,CorsairK55RGBPROXTControllers,1b1c,1ba1,,
Corsair K55 RGB PRO,USB,USB,CorsairV2SoftwareControllers,1b1c,1ba4,,
Corsair K68 RED SHADOW,USB,USB,CorsairPeripheralControllers,1b1c,1ba5,,
Corsair Slipstream Wireless Receiver HW,USB,USB,CorsairV2HardwareControllers,1b1c,1ba6,,
Corsair Katar Pro XT,USB,USB,CorsairV2HardwareControllers,1b1c,1bac,,
Corsair K60 RGB PRO Low Profile,USB,USB,CorsairV2SoftwareControllers,1b1c,1bad,,
Corsair K65 Mini,USB,USB,CorsairK65MiniControllers,1b1c,1baf,,
Corsair K70 RGB PRO V2,USB,USB,CorsairV2HardwareControllers,1b1c,1bb3,,
Corsair M65 RGB Ultra Wireless (Wired),USB,USB,CorsairV2HardwareControllers,1b1c,1bb5,,
Corsair K70 RGB TKL Champion Series,USB,USB,CorsairV2HardwareControllers,1b1c,1bb9,,
Corsair Katar Pro V2,USB,USB,CorsairV2HardwareControllers,1b1c,1bba,,
Corsair K70 RGB PRO,USB,USB,CorsairV2HardwareControllers,1b1c,1bc4,,
Corsair K100 RGB Optical,USB,USB,CorsairV2HardwareControllers,1b1c,1bc5,,
Corsair K70 RGB PRO Optomechanical,USB,USB,CorsairPeripheralControllers,1b1c,1bc6,,
Corsair K60 RGB PRO TKL Black,USB,USB,CorsairV2HardwareControllers,1b1c,1bc7,,
Corsair MM700 3XL,USB,USB,CorsairV2SoftwareControllers,1b1c,1bc9,,
Corsair M75 Wireless,USB,USB,CorsairV2HardwareControllers,1b1c,1bdc,,
Corsair K60 RGB PRO TKL White,USB,USB,CorsairV2HardwareControllers,1b1c,1bed,,
Corsair M75 Gaming Mouse,USB,USB,CorsairV2HardwareControllers,1b1c,1bf0,,
Corsair M75 Wireless (Wired),USB,USB,CorsairV2HardwareControllers,1b1c,1bf1,,
Corsair K70 Core RGB,USB,USB,CorsairV2HardwareControllers,1b1c,1bfd,,
Corsair 1000D Obsidian,USB,USB,CorsairLightingNodeControllers,1b1c,1d00,,
Corsair SPEC OMEGA RGB,USB,USB,CorsairLightingNodeControllers,1b1c,1d04,,
Corsair Ironclaw Wireless SE,USB,USB,CorsairV2SoftwareControllers,1b1c,2b00,,
Corsair K70 Core RGB TKL,USB,USB,CorsairV2HardwareControllers,1b1c,2b01,,
Corsair Ironclaw Wireless SE (Wired),USB,USB,CorsairV2SoftwareControllers,1b1c,2b32,,
OKS Optical Axis RGB,USB,USB,OKSKeyboardControllers,1c4f,ee88,,
Zalman Z Sync,USB,USB,ZalmanZSyncControllers,1c57,7ed0,,
Dream Cheeky Webmail Notifier,USB,USB,DreamCheekyControllers,1d34,0004,,
NZXT Kraken X2,USB,USB,NZXTKrakenControllers,1e71,170e,,
CRYORIG H7 Quad Lumi,USB,USB,CryorigH7QuadLumi,1e71,1712,,
NZXT Smart Device V1,USB,USB,NZXTHue1Controllers,1e71,1714,,
NZXT Kraken M2,USB,USB,NZXTKrakenControllers,1e71,1715,,
NZXT Hue 2,USB,USB,NZXTHue2,1e71,2001,,
NZXT Hue 2 Ambient,USB,USB,NZXTHue2Ambient,1e71,2002,,
NZXT Hue 2 Motherboard,USB,USB,NZXTHue2Motherboard,1e71,2005,,
NZXT Smart Device V2,USB,USB,NZXTSmartDeviceV2,1e71,2006,,
NZXT Kraken X3 Series,USB,USB,NZXTKrakenX3,1e71,2007,,
NZXT RGB & Fan Controller,USB,USB,NZXTFanController,1e71,2009,,
NZXT Hue 2 Motherboard,USB,USB,NZXTHue2Motherboard,1e71,200b,,
NZXT Smart Device V2,USB,USB,NZXTSmartDeviceV2,1e71,200d,,
NZXT RGB & Fan Controller,USB,USB,NZXTFanController,1e71,200e,,
NZXT Smart Device V2,USB,USB,NZXTSmartDeviceV2,1e71,200f,,
NZXT RGB & Fan Controller,USB,USB,NZXTFanController,1e71,2010,,
NZXT RGB & Fan Controller,USB,USB,NZXTFanController6Channel,1e71,2011,,
NZXT RGB Controller,USB,USB,NZXTRGBController,1e71,2012,,
NZXT Kraken X3 Series RGB,USB,USB,NZXTKrakenX3,1e71,2014,,
NZXT RGB & Fan Controller,USB,USB,NZXTFanController6Channel,1e71,2019,,
NZXT B650E Motherboard,USB,USB,NZXTFanController6Channel,1e71,201b,,
NZXT RGB & Fan Controller,USB,USB,NZXTFanController6Channel,1e71,201f,,
NZXT RGB & Fan Controller,USB,USB,NZXTFanController6Channel,1e71,2020,,
NZXT RGB Controller,USB,USB,NZXTRGBController,1e71,2021,,
NZXT RGB & Fan Controller 2024,USB,USB,NZXTFanController6Channel,1e71,2022,,
NZXT Lift,USB,USB,NZXTMouseControllers,1e71,2100,,
NZXT Kraken 2024 ELITE Series RGB,USB,USB,NZXTKrakenElite,1e71,3012,,
Roccat Kone Pro,USB,USB,RoccatKoneProControllers,1e7d,2c88,,
Roccat Kone XP,USB,USB,RoccatKoneXPControllers,1e7d,2c8b,,
Roccat Kone Pro Air,USB,USB,RoccatKoneProAirControllers,1e7d,2c8e,,
Roccat Kone Pro Air (Wired),USB,USB,RoccatKoneProAirControllers,1e7d,2c92,,
Roccat Burst Pro Air,USB,USB,RoccatBurstProAirControllers,1e7d,2ca6,,
Roccat Kova,USB,USB,RoccatKovaControllers,1e7d,2cee,,
Roccat Burst Pro,USB,USB,RoccatBurstProControllers,1e7d,2de1,,
Roccat Burst Core,USB,USB,RoccatBurstCoreControllers,1e7d,2de6,,
Roccat Kone Aimo,USB,USB,RoccatMouseControllers,1e7d,2e27,,
Roccat Kone Aimo 16K,USB,USB,RoccatMouseControllers,1e7d,2e2c,,
Roccat Horde Aimo,USB,USB,RoccatHordeAimoKeyboardControllers,1e7d,303e,,
Roccat Sense Aimo Mid,USB,USB,RoccatSenseAimoControllers,1e7d,343a,,
Roccat Sense Aimo XXL,USB,USB,RoccatSenseAimoControllers,1e7d,343b,,
Roccat Elo 7.1,USB,USB,RoccatEloControllers,1e7d,3a34,,
Skyloong GK104 Pro,USB,USB,SkyloongGK104Pro,1ea7,0907,,
DeepRGB LED Controller,USB,USB,DRGBControllers,2023,1208,,
DeepRGB LED,USB,USB,DRGBControllers,2023,1209,,
DeepRGB SIG AB,USB,USB,DRGBControllers,2023,1210,,
DeepRGB SIG CD,USB,USB,DRGBControllers,2023,1211,,
DeepRGB Strimer Controller,USB,USB,DRGBControllers,2023,1215,,
DeepRGB ULTRA,USB,USB,DRGBControllers,2023,1220,,
DeepRGB Ultra V3,USB,USB,DRGBControllers,2023,1221,,
DeepRGB CORE V3,USB,USB,DRGBControllers,2023,1226,,
DeepRGB E8,USB,USB,DRGBControllers,2023,1407,,
DeepRGB E8 F,USB,USB,DRGBControllers,2023,1408,,
NEEDMAX 10 ELITE,USB,USB,DRGBControllers,2023,1410,,
JPU ELITE,USB,USB,DRGBControllers,2023,1412,,
DeepRGB E16,USB,USB,DRGBControllers,2023,1416,,
YICO 14 LCD,USB,USB,DRGBControllers,2023,1614,,
YMDK 84,USB,USB,QMKVialRGBControllers,20a0,422d,,
Glorious Model I,USB,USB,LaviewTechnologyMouse,22d4,,,
YICO 16 ELITE,USB,USB,DRGBControllers,2486,1616,,
Airgoo AG-DRGB04,USB,USB,DRGBControllers,2486,3204,,
DeepRGB L8 V5,USB,USB,DRGBControllers,2486,3208,,
DeepRGB U16 V5,USB,USB,DRGBControllers,2486,3215,,
Airgoo AG-DRGB16,USB,USB,DRGBControllers,2486,3216,,
DeepRGB U16 V5F,USB,USB,DRGBControllers,2486,3217,,
DeepRGB C16 V5,USB,USB,DRGBControllers,2486,3228,,
DeepRGB C16 V5F,USB,USB,DRGBControllers,2486,3229,,
DeepRGB S16 V5F,USB,USB,DRGBControllers,2486,3232,,
DeepRGB LED V4,USB,USB,DRGBControllers,2486,3608,,
DeepRGB ULTRA V4F,USB,USB,DRGBControllers,2486,3616,,
DeepRGB CORE V4F,USB,USB,DRGBControllers,2486,3628,,
DeepRGB SIG V4F,USB,USB,DRGBControllers,2486,3636,,
Airgoo AG-DRGB08,USB,USB,DRGBControllers,2486,3f08,,
Airgoo AG-F8-DRGB08,USB,USB,DRGBControllers,2486,3f16,,
Airgoo AG-F12-DRGB16,USB,USB,DRGBControllers,2486,3f28,,
Das Keyboard Q4 RGB,Keyboard,USB,DasKeyboardControllers,24f0,2037,,
Cooler Master CK530,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master CK530 V2,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master CK550 V1 / CK552,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master CK550 V2,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master MK730,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master MK750,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master MK850,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master MasterKeys Pro L,Keyboard,USB,CoolerMasterV1Keyboards,2516,,,
Cooler Master MasterKeys Pro L White,Keyboard,USB,CoolerMasterV1Keyboards,2516,,,
Cooler Master MasterKeys Pro S,Keyboard,USB,CoolerMasterV1Keyboards,2516,,,
Cooler Master SK620 Black,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master SK620 White,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master SK622 Black,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master SK622 White,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master SK630,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master SK650,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master SK652,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master SK653,USB,USB,CoolerMasterV2Keyboards,2516,,,
Cooler Master RGB,USB,USB,CoolerMasterRGB,2516,004f,,
AMD Wraith Prism,USB,USB,AMDWraithPrismControllers,2516,0051,,
Cooler Master MM530,USB,USB,CoolerMasterMouse,2516,0065,,
Cooler Master MM711,USB,USB,CoolerMasterMouse711,2516,0101,,
Cooler Master MM720,USB,USB,CoolerMasterMouse,2516,0141,,
Cooler Master MM730,USB,USB,CoolerMasterMouse,2516,0165,,
Cooler Master MM712,USB,USB,CoolerMasterMouse712,2516,0169,,
Cooler Master ARGB Gen 2 A1,USB,USB,CoolerMasterARGBGen2A1,2516,0173,,
Cooler Master GD160 ARGB Gaming Desk,USB,USB,CoolerMasterGD160,2516,01a9,,
Intel Arc A770 Limited Edition,USB,USB,IntelArcA770LEControllers,2516,01b5,,
Cooler Master GM27-FQS ARGB Monitor,USB,USB,CoolerMasterMonitor,2516,01bb,,
